location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,12000,16000,0,1444992027.1079097,10780000000,654696008.971686,75.49646766596426,0.0,30745558.192715023,3707360.0123491837
houston,18000,16000,0,1222028220.2207909,12874000000,777937858.8455207,79.30970797857411,0.0,40438772.89133463,3130420.5548159075
houston,6000,8000,0,2098816787.698481,5390000000,327506049.4532891,64.21203219034707,0.0,11381933.413022825,5414683.849334421
houston,6000,4000,0,2340544231.326126,3742000000,226617318.8558785,59.93310055610377,0.0,6719398.313891992,6062081.939540985
houston,0,16000,0,3469742556.1408477,6592000000,403556816.6747698,39.70292269126669,0.0,15232819.836817296,9122887.681194475
houston,0,12000,0,3568032993.9652634,4944000000,302668889.15805566,37.892402451275586,0.0,10196858.822124053,9396817.588433541
houston,18000,20000,0,1196888307.0703776,14522000000,878825637.1124635,79.74683486425975,0.0,45682519.09602297,3064283.6928230477
houston,12000,20000,0,1415286569.009311,12428000000,755583787.2386287,76.01788955023268,0.0,35976550.64815911,3628469.4011120675
houston,9000,28000,0,1560045886.081024,14677000000,894653396.8860626,73.58113750822153,0.0,41739512.20567722,3997147.555649572
houston,12000,12000,0,1489485647.8729916,9132000000,553808081.4549718,74.71374217083103,0.0,25554092.857826427,3825785.5993929137
houston,0,8000,0,3735412640.9677973,3296000000,201780681.49661502,34.82041401335925,0.0,5351741.943645708,9861606.376346812
houston,0,20000,0,3402717475.567318,8240000000,504444594.9417126,40.937774670683915,0.0,20355871.030148458,8936055.807844417
houston,6000,0,0,3340272286.3585877,2094000000,125725367.95667405,42.541609240959964,0.0,4040610.931815085,8693397.236369578
houston,6000,12000,0,2001209493.9185727,7038000000,428394257.1147297,65.95224419762535,0.0,16428546.737688174,5151391.50760816
houston,15000,16000,37500,69377099.66254875,14602000000,3492406178.789979,98.82593355084464,3346453.109594749,32335468.53182641,177635.08322403915
